Unnamed: 0,text,mbti
27862,옛날 여기 가입 땐 오늘 거 거 궁금,enfj
2751,뭐 저만큼 최악 과 몰입 남관 분 약간 친구 도 말 못,enfj
16179,평소 긍정 문뜩문뜩 취업 준비 공부 때문 스트레스 급 제 위로 게 힘,enfj
1662,거절 직접 거절 사 계속 연락 오니 이제 이유 생각,enfj
13728,분 도움 가지 건 마음 성벽 허물 게 도전 마인드 망상 생각 타입 진짜 스타일,enfj
9689,음 별 관심 사람 막 진상 라면 말 신경 좀 동기 후배 라면 듣기 소리 최대한 총대 말,enfj
8535,요즘 부쩍 유독 팁 다른 엘프 제 분 가요,enfj
9642,개인 거 대신 선물 메시지 글 조금,enfj
6550,진정 때 이야기 수도 바람 몸 줄 갈대 화법 방법 지혜롭다 노력 중이 가지 안 가지 세밀 여하튼 발견,enfj
10012,엘프 제 특성 이성 우상화 경향 마찬가지 종교 신의 존재,enfj
19443,사람 유형,enfj
30186,태풍 영향 바람 듯 정말,enfj
11854,카페 나 글 보고 카페 전체 위안 느낌 랄 우리나라 유형 유형 신지 살짝,enfj
2206,항상 로 설명 부분 에니어그램 번 날개 번 요 제 소견 에니어그램 내면 느낌,enfj
2927,남사 친 남자친구 때문 거의 연락 이유 남자친구 연락 걸 매우 때문 친구 인맥 생각 남자친구 혹시 다른 에프 제분 친구 대해 부정 생각,enfj
9103,궁합 여러 가지 친구 유형 애인 유형 동료 유형 등 엔츠제 여자 연인 찰떡 궁합 남자 요,enfj
3039,잠깐 시간 거지 건,enfj
9067,웅 초 고백 요,enfj
7893,번 이해 힝 내 동생,enfj
26524,연애 스타일,enfj
10577,먼저 연락 적 상대방,enfj
11745,절제 영,enfj
29519,나 홀로 여행 평소 생각 곳,enfj
17607,혹시 남자 연애 좀 건 사항 모든 걸 대변 미리 알 아두 질문,enfj
9569,그동안 사람 명 정도 알 갈수록 별로 마음 계속 자신 연애 중 땐 무성애자 얼마 전 금쪽 상담 소 예은 핫 펠트 님 진단 회 전문 연애 테 해당 거 연애 게 게 가장,enfj
10130,제 마음 처음 시작,enfj
8775,포 라서,enfj
8431,전 오히려 주변 가족 자존감 하락 갑자기 주변 시선 어디 가든 주목 주변 사람,enfj
9025,제기 중 제멋대로 영악 담 함 의 외로 계산 안 사람 안 함,enfj
1611,겉 상대방 태도 기적 욕구 합리화 과정 포장 대인 관계 진정 누구 중시 사람 부분 일 수도,enfj
5320,남편 정말 안 남편 계획 차질 거 제멋대로 매칭 결혼,enfj
12098,매력 덱스 자체 매력 거 팁 매력 때문 연예인 직업 우리 볼 수 실제 이상 보기 듯,enfj
9110,흠 선물 안 영상 손목 통증 양파 대요,enfj
27464,효과 방법 맘 고생 이제 사랑,enfj
9899,국외 항헣항 애정 표현 글 거리 함 너 이틀 정도 너 생각,enfj
10638,엄마 아빠 언니 결혼 집 형부 나 동생 둘 엄마 인 나 아빠 동생 얘기 생각,enfj
641,전 시간 제화 뭐,enfj
22972,우리 시험,enfj
9401,개인주의 말 별로 못,enfj
9209,전 팁 보고 도 감정 기복 사람 무감각 특유 눈빛 독립 모습,enfj
7914,혼자 시간 혼자 혼자 밖 에프 피 요 인 프리 요,enfj
10845,내 생각 더,enfj
11038,땜 수도,enfj
8833,래서 자기 움 자신 감정 직관 책임 려고 사람 글 좀 글 분 감사 글,enfj
9309,감정 편이 거짓말 자주 하진 수 주제 때 거짓말,enfj
10005,전 남자친구 이유 바로 차단 정말 사랑 혼자 확률 팁 뒤 에프 제 두고두고 팁 말 표정 어조 목소리 공기 흐름 분위기 기억,enfj
5733,청산유수 끊음 확실 제 분 칭찬 유형 특색 그냥 내 거지,enfj
9756,제 지금 상태 그냥 에프 제 얘기 공감 그거 도 에프 제 마음속 거,enfj
2704,정신 차려 보 누 발견 식 서로 보완 게 결론 개인,enfj
2309,분과 처음 혼자 시간 게 이해 공간 각자 다른 일 신경,enfj
5000,전 팁 약간 쾌락 주의 재미 추구 고민 랄 진득 걸 못 참고 뭐 삶 재미 자극 추구 때 결함 고민,enfj
9138,미래 포기 정리,enfj
8390,에프 제 색안경 끼 일단 상대 노력 몇 번 계속 불구 안 신뢰 안 게 점점 수록 에프 제 냉,enfj
17308,지금 수 일이 미래 기억,enfj
26697,미움 버려진 느낌 안,enfj
7930,여자 중 술 걸 라운지 바 거 분 주말 가요 엠비티아이 얘기,enfj
23077,인티 피 상처 안 법 무조건 법,enfj
275,정말,enfj
10686,마음 길 간다 말 무척 공감 내 양심 게 이득 훨훨 씬 중요,enfj
9178,엘프 제 표현 거,enfj
9289,마치 우리 응원 시 하나 첨부 추적자 아해 기구 운명 짊 어진 아이야 네 마주 굴레 세상 항상 산위 구름 절망 희망 중심 저울 네 비록 운명 고뇌 다시 희망 눈물 너 사랑 널리 하나 온 세상 너 노래 하나 고통 종인 네 길이,enfj
1229,리액션 매우 가끔 장난 과 농담 제 생각 님들 이건 상 사기 때문 거,enfj
25707,걱정 정신 체력 소비,enfj
6378,제 곧 내,enfj
11008,적극 리액션 사람,enfj
9027,안일 거리 거 톡 답장,enfj
10763,만 다른 유형 중 맘 분,enfj
10426,거 때문 힘 듭니 다른 분 가요 행동 방법,enfj
9958,불합리 존재 세상 너 빛,enfj
10216,노래 게 정말 매력 가지 부분,enfj
10257,밥 당황 다만,enfj
6896,밀당 톡 바로 답안 답 바로 숫자 왜 밀당 님들 거,enfj
10129,한숨 자고,enfj
12583,예전 연애 때 뭐 하진 거 제 여서 저런 말 거 생각 요 도,enfj
8459,이면 매우 외 부분 막말 번 타 씨 사랑 친구 직장,enfj
9375,엘프 제 남자 질문 시간 일어나서 답변,enfj
923,개인 진짜 무슨 일 병원 거 보,enfj
6457,답 고민,enfj
14110,제 남자친구 성향 진짜 은근 고집,enfj
19695,대한 안 말 수도,enfj
12349,알 게 건가,enfj
19344,정신과 선생님 생각 감정 잘못 티브이 아동 성범죄자 사람 죽 진짜,enfj
8945,스스로 비 메이커 메이커 발전 과정 꼭 시간 꼭 명 심해 오늘 여기,enfj
4004,플로팅 식,enfj
6828,남자 술 사람 사실 건 바람기 고민 술 문제 원천,enfj
10019,저희 학원 선생님 스타일 변화 뽀글 머리 제 예전 더 낫다 선생님 더 말씀 진짜,enfj
9281,가끔 거 혼자 상처 내 상처 상대 알 화가 걱정 노력 모습 때 성격 가끔 때 성격 에프 제분 건 성격 요렇다 거 에프 제의 장점 게 다른 분 의견,enfj
1248,빨 리가 가장 유형,enfj
8806,엘프 제 여자 요 여자 확신 바로 고백 수 상대 행동 뉘앙스 마음 아마 생각 드네,enfj
13678,장점 극단 단점 극단 남친 특징,enfj
15756,남편 사람 가족 게 여기 카페 꽤 도움 꼭 자랑 모두 해피엔딩,enfj
9828,그다음 답 때 오해 왜 이유 편이,enfj
3747,박 일 때 박 일 때 연인 전 가지 취미,enfj
9574,임시 저장 글 인스타그램 고민 계정 양식 홍보 게 혹시 조언 분 계시 쪽지 댓글,enfj
7186,남자 마음 여자 계시 만남 이후 행동 요 때 행동 더 매력 여자 요 물음표 살인마,enfj
10392,약간 제 자신 기분 제 방법 보통 여러분,enfj
9783,미래 안 종류 고민 분,enfj
8493,절 위 손절 마음 신경 과 사람 더 더욱 때 다른 에프 제분 손절 후 마음 추 스르 셨 요,enfj
9504,회색 아기 고양이 안녕 포기 포기,enfj
12182,남자 사랑 보통,enfj
7560,못난이 마음 알 여기 푸념 가요,enfj
10381,내 게라 킥 적 번,enfj
22477,아래 문단 공감 티 피동,enfj
26611,웃기 여우,enfj
15882,오늘 여기 말 후 다른 질문 답장 대화 쉬 제 눈치 대화 어가 요,enfj
10030,다른 분 뭐 계획 가요,enfj
1004,친구 연인 제 주변 분 기 빨 린다,enfj
10001,,enfj
9117,가면 느낌,enfj
3914,사실 정도 썸 부분 대한 핑계 진실 반일 거 생각 앞 일 때 정도 선 거 생각 카페 정이,enfj
24251,달 번 항상 심쿵사,enfj
12852,여기 분 댓글 달 글 팁 도 좀 다른 팁 신어,enfj
13368,제 그냥 격감 건가 마음 때 편이 왜 의미 건가,enfj
8551,혼자 걸 또 남 의지 편 제 경우,enfj
23001,,enfj
17931,무슨 달 번 꼭 감기 몸살 기운 친구 신경 좀 다른 분 러신 편,enfj
8259,혹시 에스티 제분 연애 분 요 제 비율 극히 나 적응 좀,enfj
236,둘 질문 계속,enfj
12018,거 잠언 시편 구절 요,enfj
8807,또 인류 애 공헌 당신 매력 심취 다시 일어나서 전 진심 운명 상대 힘,enfj
15634,남자친구 전 표현 마음 연인 감정 안 요즘 조금 더 절 느낌 시간 더 진심 일 거 만큼 더 믿음 완전 매력,enfj
10172,거 상처 거 의미 부여 안 왜 거지 사람 말 안 해 인티 제인 우리 남편 나름 고심 말 안 뭔가 행동 때 스트레스 아쒹 고작 거 왜 오타 자꾸 나 기분 안 밥 스팸 남,enfj
7269,비결 전 혼자 권태기 안 자꾸 추구 그른,enfj
11166,사람 말 진심 공감 거,enfj
11192,마음 대로 전 머리 면서 밀당 돌직구 게,enfj
12204,책임감 편 만남 주로 편 연애 때 사바,enfj
8521,를 사람 내 옆 때 정말 최고 궁합 친구 관계 사람,enfj
15602,혼자 상대방 즉흥 뭔가 다른 개념 자신 사람 무엇 게 점 급 기도 번 당황 기도 상대방 생각 존중 뜻 미리 사전 계획 근육 번 추천 주변 사람 생각 작성 글 의견,enfj
8097,오늘 제 인정 단점 은 제 생각 장점 엎 배려 친절 성숙 감정 극복 수,enfj
12727,팁 보통 자기 잘못 위축,enfj
9716,전 관심 선 연락,enfj
6397,얼마 실수,enfj
23640,평소 제 삶 안정 게 준 게 제 상대편 안 고민 요 왜 게,enfj
7751,욬 말 비정상 생각 일 처리 좀 계획,enfj
9496,멘트 칭찬 소 에프 제 맘,enfj
13680,제 술 어제 술 취해 그냥 연락 기분 정신 일 때 생각 일 전 남자친구 뜻 집 앞 연락 앞 술 짓 안 답장 제 차 재회 연락 이제 접 수 거 전 여자친구 친구 도 둘 수,enfj
9902,걸 거 하나 안 과학 증명 혹시 분,enfj
10455,위 상대방 님 전혀 오히려 더,enfj
9945,님들 혹시 불 적,enfj
13468,,enfj
7324,남자친구 적도 놀림 적도 놀림 때 당황 데 은근 왜 여하튼 거 편,enfj
7916,말 좀 직설 화 말 진정 수,enfj
9071,제 남자친구 생기 배려 편 항상 나 남자친구 생각 남자 적 워낙 희귀 유형 주변 남자 티브이 김 씨 환승 연애 원빈 씨 보 게 외 엘프 제 끼리 급 혹시 말 좀,enfj
8132,제 티비 친구 잇츠제 거 팁 연애 팁 헌신 물질 걸 싹 면모,enfj
15810,,enfj
15033,이분 사실 외적 관리 심쿵 전혀 남자 보이지 이제 두 번 진정 의심 금 사빠 말 함 금사 금사 식인 경우 단호 대하 지도 최근 적 이분 위해 단호 친구 말 서서히 게 에프제로 누군가 단호 말 자체 고문 일 정도,enfj
10570,관계 나 자신 성장 계기 기도 어쩌면 그게 정말 선물 일 수도,enfj
13244,고양이 관심 가지 뒤 안 가지 슬금슬금,enfj
2785,분 공감 공감 글 정말 주관 생각 글 모든 프제 일반 양해 글,enfj
2058,모든 걸 판단 수,enfj
8621,일단,enfj
8784,안 최근 회사 말 안 업무 분담 화가 자리 좀 불합리 거 표현 또 아예 일 기왕 거 내 제대로,enfj
4887,잘못 반복 행동 다시 못 만날 거 생각 찰나 팁 제 티 만남 피 좀 시간 손 절하 신 거,enfj
10785,성향 끼리 대화 통 거 성향 친구 게 문제,enfj
11745,외향 감정 주로 사람 관심 건 거의 본능 듯 요 해주시 이해해 안,enfj
4128,위로 공감 안 단도직입 네 건 데,enfj
10259,달달 하이,enfj
11914,유형 기도 공감 날 현상 매사 의욕 무기 해지 사람,enfj
9214,표현,enfj
5348,정말 인 팁 관심 분야 한정 논리 제 가끔 고민 때 뚝딱 해결 방법 해 무엇 둘 토론 점,enfj
10940,칭찬 힘 감정 공감 나눔,enfj
9386,모두 엘프 제 사람 사람 시간 걸 최근 몇 개 월간 지인 상처 거 거 사람 후 사람 점점 이제 시작 혼자 인간관계,enfj
9499,사람 사람 에프 제지 동안 혼자 사람 땜 상처 또 제 가끔,enfj
16722,화이 팉,enfj
9373,제 작업 공간 옆 후배 작업 여기 자기 야기도 후배 안 요 호감 요,enfj
9024,정말 아마 예상 거,enfj
8557,관계 문제 관계 중요 상황 나 동생 머리,enfj
8383,상대 무조건 상대 방향 물고기 물고기 법 사랑 장점 단점 모두 고려 더 이상 감정 대하 손 절하 거 안 손절 단점 수용 인간미 사랑 정의 지금 감정 미래 대한 책임감 구축 계속 엮이 운명 수용 함 발표 별개 회사 면접 시 타인 자기 자신 대해 말 발견 언변 능수 동생 주변 우려 속 개 의치 자신 일 몰입 현재 대기업 근무 향 자신 몰입 회사 이직 당분간 글 업로드 수,enfj
16233,혼자 핸드폰 뭘 뭐 레트 리버 영상 사진 보고 쥬금,enfj
8435,좀 에프 제 포피 기 해,enfj
19516,저번 마찬가지 동성 친구 일 때,enfj
850,정말 꾹꾹 삼진 아웃 때 고하 유형 알 웬만큼 선 이상은 말 안 타입 듯 고요 여러분 이유 상대 먼저 헤어지자 말씀,enfj
9967,졸업 멀리 연락 매일 제 또 자주 자기 밥값 해 애정 사람,enfj
24992,전 코로나 방 크게 여우,enfj
9834,렛추기리리리릿,enfj
7824,가장 이상 대응 방법 좀 정리 마음 약간 미련 현실 문제 상대방 도움 은 상황 수가 상대방 점 알,enfj
8478,여성 썸 타고 점 뭐 어제 오늘 바다 여행 한강 치맥 정도 은 연인 사이 표현 거나 적극 걸 더 점 뭐,enfj
25690,응 지갑 뭐,enfj
10390,밀당 왜,enfj
10135,어쩜 번 마지막 게 당신 엘프 제 친 인정,enfj
8916,생각 도망 땐 좀 거 글 힘,enfj
7863,계열 사람 나본 적,enfj
28462,요 평화 주의 고 성인 자형 워,enfj
24857,오늘 제목 쩜,enfj
9498,서로 개인 시간 땐 존중 생각 편이 연애 초반 좀 자주 걸 선호,enfj
23635,사실 우리 다른 거지 건 처음 다시 빛 내 여기 이해 안 가지 해석 말씀,enfj
7955,연락,enfj
8789,거 한번 보임 진짜 거나,enfj
15412,제 이상형 보고 각 술 부담 수,enfj
9512,일 거 한번 더,enfj
29486,전체 양상 정성 감사 상위 학구 열 바닥,enfj
9157,프제 험담 이야기 자기 간질 수 거 님 연락 진심 님 손절 가능성,enfj
39,진짜 진짜 기계 생각 나 모습 게 세상 책임감 점도 거 여담 여담 전 남자친구 늘 자기 순위 입 달 애 날 갑자기 편지 축하 이제 너 일이 급 감동 기억,enfj
7296,음 에프 제 척 신경 거 느낌 별 대화 안 또 거,enfj
6629,연인 데이트 자만 주 번 못 자기애 자기 감정 의도 오해 소지 거 너프 의지 수 자존감 사람 거,enfj
9312,거기 선 아무 티 안 내지 본격 눈 불 질투 모드 연락 달라 사람 인상 착 스캔 후 나 질투 폭발 더 듯이 상대 댐,enfj
9931,특징 말 그냥 방금 소리,enfj
24187,제 상처 준 요 제 앞 위축 요,enfj
11710,제 친구 중 약간 애가,enfj
6529,에프 제 모든 사람 호의 표 특징 생각 혹시 답장 속도,enfj
13863,남자친구 말 옆 세상 혼자 정보 막 설명,enfj
7415,방법 달 뒤 연락 하라 달 뒤 연인 사이 거 제 생각 옆 모습 여자친구 지금 당장 믿음 안 간다 상황,enfj
10896,사람 저런 사람 사람 생각 방식 나 순 내 이야기 상대방 잘못 이유 내 해결 나가야 부분 상대방 이야기 내 이야기 혼자 시간 마음 일기 글 정리 얘기 상대방 걱정거리,enfj
17662,평소 전혀 썸 생각 멘붕 원래 갑자기 급발진 플로 팅 하나요 티,enfj
15596,커서 애정결핍 사람 몇 번 술 기운 이야기 도무지 입 밖 조언 좀,enfj
9132,이해 안 암기 세 번 이상 선독 호감,enfj
19465,국 시가 코앞 실습 안 심 정신 스트레스 거 혹시 멘탈 관리 법 가요 스트레스 공부 집중,enfj
9738,빨갱이 하나 혹시 나눔 분 요,enfj
10213,헤헤 사람 연락 그게 재미 행복 분 안 생각 얘 도 쟤 도 애인 애 마인드,enfj
10393,왼손 편이 흠 흠,enfj
10148,흥 원래 알 사람 거나 배경 대해 전 관심 사람 전 소개팅 그냥,enfj
28683,때 마음 모든 건 자연 순리,enfj
5968,전 카페 글 눈물 글 혹시 눈물 편 가요,enfj
20460,우리 팁 팁 그냥 박도 팁 요,enfj
14018,뭐 제 입장 냉탕 탕 느낌 종 잡기 혹시 위해 주의 점,enfj
1557,제 단계 매우 이후 순간 생각 가장 다운 모습 기능 발현 때 생각 요,enfj
8712,손 안 마음 이해 모든 치 이별,enfj
30410,경우,enfj
9495,연인 사이 친구,enfj
1205,개강,enfj
984,멍게 포제 상상 수 호감 축적 법,enfj
9269,화 다음 크게 오히려 짜증,enfj
8859,작성자 분과 유일 뭐 통화 스트레스 혼자 시간,enfj
6512,의 기질 시간 사람 게 알 거 다른 분 로 경우 가요,enfj
9975,망상,enfj
4636,도 못 유형,enfj
9975,아주 도움 준 중 혹시 내 짝사랑 사람 극한 확률 만약 이상 의 망상,enfj
25159,,enfj
3688,전 보고 말 절대 칭찬 번 정도 칭찬 분 처음 손발 정도,enfj
11241,눈치 정말,enfj
9933,집안 정리 정돈 결벽증 상시 상태 유지 정도 특징 제 특징 위주 공감 부분 가요,enfj
10834,주변 눈치 적 가요 항상 주위 신경,enfj
25843,귀차니즘 최고 제 동생 너프 피 귀차니즘 진짜 대애 박 심지어 프로,enfj
6262,학생 거 요구 학교 측 진상 조사 교수 직위해제 해 품위 유지 의무 복종 의무 위반 이유 파면 처분 재판 판결 문 상대 지위 학생 조교 비도덕적 인격 모독 언어 폭력 해 공무원 품위 유지 의무 위반 점 인정 라며 이로 학생 로부터 명예훼손 고소 약식 명령 데 대부분 학생 교수 복귀 반대 점 등 학교 측 파면 결정 판결 참작 또 재판 원고 일부 언행 낙태 간 학교 학생 출석 독려 의도 비롯 원고 대한 처분 사회 통념 현저 타당성 보기 말,enfj
7225,이해 못 게 자락 이해 노력 제 대화 상대 무한 고마움 덕분 수,enfj
8384,항상 말 생각 사람 어딘가 대개 에프 제 원래 사람 생각 먼저 거 희생 배려 생각 사람 혹시 생각 엘프 제 생각,enfj
9269,지난 시간 고생,enfj
10025,호의 계속 그게 권리 줄,enfj
10562,눈물,enfj
10349,네 타 게 거지 또 욬,enfj
10360,나 친구 건 밤,enfj
15862,미리 말 안 친구 점 대해 한번 말 필요 네 친구 내 친구 우리 모두 친구 시간 오케이 친구 사고 흐름 요,enfj
10067,안 대답 거,enfj
10114,보고,enfj
2498,에프 제 자기 사정 혼자 정리 갑자기 마음 게 이해 에프 제 친구 연락 제 다시 조언,enfj
24143,진짜 남 눈 눈물 본인 눈 피 눈물 생각 차단 안 카톡 머,enfj
8328,앜,enfj
21865,단 현실 도피 추상 표현 로써 감정 추가 표현 더,enfj
10965,일단 스탈 인간 관 상처 친구 사돈 일단 번 후 성격 파악 성격 요,enfj
28694,평소 한량 땐 정말,enfj
8945,말씀 이세 때,enfj
13598,글쎄요 제 팁 개인주의 자고 본인 선 걸 걸 선 달라 말 건가 그냥 아무 생각 말 요,enfj
9239,감정 정의 컨트롤 여러분 감정 가요 컨트롤 조언,enfj
8728,조금 기적 본인 참고 거 자체 본인 기준 상대 달라 건,enfj
9965,역시 날 혼자 끙끙 오늘 나름 답 상대 말 네 생각 더 너 관심 신경 그냥 알 오늘 밤 잠 못 거,enfj
437,질투 안 게 정말루,enfj
25233,엘프 제 강 조합,enfj
10353,보통 도어 슬램 검색 프제 도어 슬램 관련 글 정말 제 예기 규 다른 에프 제분 도어 슬램,enfj
13657,인 다이어리 달력 학창 시절 스터디 너 공부 자체 게 거,enfj
55,제 남자친구 섬 탈 때 제 생각 건 기본 베이스 사람 섬 정신 선 밀당 직진 게 거 본인 내 상대방 건가 를,enfj
4114,디저트,enfj
2571,정말 진짜,enfj
9143,딩동,enfj
16622,포제 친구 정도,enfj
10216,에프 제분 공감 곡 자체 안 보신 분 꼭,enfj
9165,머 배려 걸 줏대 거 사람 저런 말,enfj
9845,디엠 친구 먼저 뭐 때 제 연락 연락 다가 갑자기 만 제 말 어가 또 만 또 먼저 막 연락 친구 사이 그냥 연락 요,enfj
7942,방식,enfj
20239,때 또 이야기 나 오늘 점심 먹기 어제 밀면 오늘 때,enfj
15649,덜 뚝딱 보통 제 대화 거리 반응 절 해주,enfj
296,거 질문 자주 편이 여행 중일 때 갑자기 연락 좀 원래 이티 제 여행 중일 때 연락 방해 느낌 연락 안 일단 여행 제 먼저 선독 해도,enfj
988,마음 상태 플로 팅 게 건가 본인 자각 그냥 생각,enfj
9011,사람 제 입장 댓 달 그냥 모든 질문,enfj
10313,제 소개팅 남자 동족 남자 스킨십 얼마나 해,enfj
10996,사회,enfj
7810,무슨 감정 계시 님 지시 강요,enfj
6710,가끔 남자친구 반응 나 나나 남자친구 말 때 화제 전환 때 힘 에프 제의 위로 요,enfj
4229,달 본인 잘못 제 말 못 고치 이제 난 마음 이야기,enfj
17729,유형 사람 처음 썸 중 정도 건 상상,enfj
9527,왜 공감,enfj
25355,안 나이 안 나 서로 집안 사정 알 알 고 서로 도움 준 적도 사이 그냥 엘프 피 눈앞 보이 그냥 그거 상처 이해 해도 이해 의리 우정 신의 게 친구 생각 자꾸 약속 눈앞 사람 급 뭔가 서로 서로 때 눈물 준 사이 혼란 여기 만 글,enfj
10725,바보 바보 바보 짬 날 때 얘기,enfj
10345,직관 끼리 설명 일기장 나 카페 데 장문 글 원래 안 전 센티 마음 만 글 한번,enfj
7493,그대 나 데스티니 운명 사이,enfj
8612,직장 무슨 관광지 사람 숨 비율,enfj
12664,세상 대시 안 사람 매우 결 뭔가,enfj
12237,플로 팅 법 좀 건 본인,enfj
4707,항상 걸 여러분 경험,enfj
9854,운전 못 계속 질문 계속 대답 함,enfj
27664,훔 생각 차이 요 누군가 피해 그냥 사람 문제 생각 편이,enfj
10065,내일 친구 치맥 반전 영화 추천 막 거 제외 식스센스 셔터 아일랜드,enfj
9141,분 로 대화 때 본인 차이 땐 에프 제도 꽤 편이 생각 너프 제분 땐,enfj
19411,오 마음 듯 데 부정,enfj
8463,일단 말 진정 카톡 오거 연락 날짜,enfj
8770,회사원 건 이해 기계 회사 일 때 주말 머 해 카톡 자기 관리 자기 관리 다른 분,enfj
1943,먼저 헤어지자 다시 말 안 하나 욥,enfj
2440,상황 여러분 회사 일 마치 퇴근 때 연락 사람 톡 그때 말,enfj
6399,토닥토닥,enfj
11086,대해 다른 기능 더 상극 유료 무료 여러 개 테스트 항상 반,enfj
1935,자기 상황 현실 연애 감정 생 수 일단 친구 맘 잡고 다른 사람,enfj
10907,그냥 인생 슬럼프 요 사람 적 만남 적,enfj
11361,고민 돈 미만 금방 관 기도 성격 고민,enfj
11118,수준 우울 이유 친구 풀기 해 이유 감정 마구 거 혼자 공간 소리 울 한숨 자고,enfj
4390,지적 교류 데이트 추구 요 류 감 안,enfj
3230,사람 모두 직관 가지,enfj
9180,주목 순간 나 주목 마,enfj
3106,오히려 호감 도 바닥 큐 그냥 말 안 게 게 다른 여러분 생각,enfj
5463,상상 와중 포스트잇 왜 거,enfj
9450,친구 성적 맘 적극 티 내기,enfj
8548,하나 하나 공감 또 여러 이유 위로,enfj
8391,네 공감 항상 긍정 면 글 이분 기분 안 때 에프 제 기분 에프 제 행복,enfj
19609,동감 전 자영 업자 팁 자기 능력 발휘 인정 구속 자유 건 말 사람 때 가장 최고 상황 생각,enfj
9767,소름,enfj
10173,누가 다가 철벽 말 못 이성 근처 견제 거나 훼방 사람 여태 회피 제 멘탈 정신과 치료 요,enfj
13760,답 면적 얘기 마무리 너 끈기 사람 얘기 거 진짜 스트레스 로 마무리 네 우리 팁 칭찬 무덤 덤 비판 아무 생각 거 해도 서론 괜 얘기 사람 요,enfj
24164,그냥 아주 영향 줄 수 강조 나비 표현 거 존재 가치 거 거리 듯 조,enfj
10557,그냥 링 사회 기술 더 나은 사람 계속 공부 사람 게 제 꿈,enfj
9368,제 거 또 요 다른 말,enfj
23024,디도스 주가 팔 거 성,enfj
4346,번만 아무 생각 요것 전달 혼자 집중 수영 운동 음악,enfj
25891,공감 진짜,enfj
12964,내 일인 거 조언 주신 모든,enfj
9087,글 공감 얘기,enfj
7588,이분 가정 환경 생각 왜 눈치 보고 때 부모님 엄 학교 때 왕따 경험 외상 후 스트레스 등 환경 때문 성격 게 대부분,enfj
9249,평소 자주 거 제일,enfj
2499,내 이후 분 얼굴 안 내내 그냥 다시 손절 각인 가요,enfj
18851,제 감사 선물 톡 적 바로 책 라며 선물 주심 때문 밥 못 적 적 기억 걱정 심 또 감동 원래 업무 갠톡 아주 더 원래 성격 순간 순간 심쿵,enfj
8780,장문 좀 부담 에프 제지 장문 말 스타일,enfj
2516,제 감정 먼저 생각 사람 제 더 상처 건가,enfj
16479,제 젠 결혼 딸,enfj
3899,사랑 머 생각,enfj
24707,연락 텀 자기 사진 동영상 대답 항상 제 가면 어디 고 건 호감 표시 요,enfj
5222,연락 때 거절 안 게 가끔 먼저 게,enfj
9244,모든 질문,enfj
27950,진짜 요즘 뉴스 구토 거 제 주위 사람 게 의심 인간 탈 짓,enfj
15069,동안 오빠 동생 사이 어필 혹시 볼 때 느낌 좀 의미 요 긍정 건가,enfj
