Label,Comment
ISTP,"여기 댓글들에 대댓글 없는것봐 자기주장만 펼치는것도 너무 잇팁같네 아 ㅋㅋㅋㅋ

엥 지금은 대댓글 많아졌네요 근데 제가 처음 왔었을 때는 없었어요"
ISTP,처음엔 낯 존나 가려놓고 막상 친해지면 친구들 내에서 제일 시끄러운 개관종됨.
ISTP,같은 잇팁들이라 그런지 댓글들 상태 마음에 드네..
ISTP,댓글에 잼민감성 소설 없어서 너무 편안하다
ISTP,일단 잇팁은 노래 도입 부분이 딱 꽃혀야 듣고요 좋은 노래에 하나 꽃히면 질릴때까지 가사도 다 외우고 중간중간 나오는 효과음? 그런거 외울때까지 들어영ㅋㅋㅋㅋㅋ 아 그리고 잇팁들은 과묵하진 않고 그냥 댓 달기 귀찮은 겁니다. 사실 이것도 달기 귀찮아요  걍 쓰지 말까 귀찮은데 근데 이미 써버렸으니까 걍 보내야징
ISTP,나만 nct-make a wish 비트 좋은건가
ISTP,잇팁들 계속해서 봐야하는 사람이면 말걸기 어려워하지만 이번만 보고 말사람이랑은 대화 잘함(속마음:한번보고 말사람인데 뭐어때)
ISTP,솔직히 말해요 침대에 누워서 리듬 타며 듣고있죠?
ISTP,아씨 개웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 잇팁인데 새로운 노래 찾고 싶어서 왔는데 다 계속 듣던 노래임ㅋㅋㅋㅋㅋㅋㅋㅋㅋ취향 똑같앜ㅋㅋㅋㅋㅋㅋㅋ
ISTP,첫 노래부터 까리해 내 마음에 들다니 대단하군
ISTP,Istp 여자친구를 둔 entj입니다 효율 거리면서 살다보니 바빠서 댓글 잘 안쓰는데 노래 들으니 연애초가 생각나네요.여친이 카톡답이 느리길래 아 원래 그렇구나 하고  정말 만족감에 취해 그 시간만큼 제 인생에 집중하다보니 오히려 왜 이렇게 연락이 없냐고 하더군요.사랑해요 잇팁들..이상 주접입니다..이만 일하러....
ISTP,잇팁이라고 대댓희귀하고 조용하네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ISTP,대댓글 없는거 ㅈㄴ 웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ISTP,은은하게 미쳤다라는 소리 들음
ISTP,"저만 그런진 모르겠는데 샤이니 don’t call me 너무 좋지않나요? 짅자 저 하루종일 그것만 들어요
+ killer"
ISTP,잇팁인데 AJR 안듣는 사람 못 봄. 진짜 AJR 존나 사랑함.
ISTP,내가 잇팁인지 아닌지에 자신의 신체를 거는 사람이 있는데 뭐지.
ISTP,"이게 진짜 잇팁의 플리다...ㅈ나좋아..

+솔직히 잇팁은 노래 꽃히면 진짜 ㅈㄴ많이 듣고 그다음 아예 안들음.."
ISTP,나만 시티팝 좋아하나 백예린 square랑 쁘걸 운전만해 같은 시티팝 개좋아함
ISTP,"혼자 있을 때 에어팟 끼고 노래 볼륨 크게, 헤드뱅뱅 하면서 있다가 누구 들어오면 
.
.
.
.
왜"
ISTP,"씨발 미쳤네 어떤 노래든지 도입부 듣고 들을지 말지 판단하는데 
첫 노래 도입부 비트부터가 심장 싸다구때림 
이게 진정한 잇팁 플리다 잔잔한 자장가는 개나 줘
뚱땅거리는 도입부 미친 노래가 최고다"
ISTP,와 이중인격 정확해요!! 똘기보여준 친구들이랑은 미친것 처럼 놀고 학교에서 개조용하게 있음...ㅇㅇ
ISTP,"케이팝 좋아하는 편은 아닌데 유일하게 위너노래 좋아하는 이유를 댓글보고 알아냄 
ISTP에게 노래란 띵땅똥땅하는 그 특유의 베이스만 있으면 되는거였어;;"
ISTP,가사들리는 kpop보다 뜻모르는 팝송이 듣기 편함
ISTP,"따로 재생목록 만들어서 늘 듣는것만 하나씩 추가하는데 매번 듣는 장르 곡들이 달라져서 나중가면 그 재생목록이 세월의 지층처럼 쌓여 그간 들었던 노래들이 나열되어있음
다시들어도 좋은노래라 걍 랜덤돌리고  전곡순회한다거나"
ISTP,댓글창은 조용하고... 노래도 뿜땽뜡 거려서 좋네...
ISTP,"잇팁들,,, 맞춤법 상태 뭐야.. 너무 행복해 나 지금.. ㅠ 뭔가 날 위해 배려해 준 것 같은 느낌..이랄까 ㅠ"
ISTP,잇팁인데 걍 비트 빵빵 오타쿠스러운 노래좋아함 데이식스 한 페이지가 될 수 있게 내인생곡 jpop도 선택적으로 꽂히는거 들음 사무라이하트 같은거 글고 베이스소리 좋은거 지금 생각나는거는 두아리파 levitating 찰리푸스 how long랑 done for me
ISTP,"안녕하세요 잇팁입니다.
밖에서는 애들이 완벽주의자라고 하지만
혼자의 저는 방에서 콘서트를 만드는 사람입니덩"
ISTP,아 신나 저 사진처럼 저러고 거리 뛰댕기고 놀고싶당
ISTP,댓글 맞춤법 대부분 정확한 거 너무 보기 좋고 맘에 든다
ISTP,"잇팁인데요 다들 락 들으세요 빨리
완전 취향일듯 님들 진짜 후회 안 함
마이너하다고 생각할 수 있는데 아니라고..
내가 진짜 음악 감상 같은 거 전혀 관심 없던 사람인데 지금 브릿팝, 하드락, 얼터너티브록, 사이키델릭록, 인디 등에 빠져 삼
내가 처음에 들었던 밴드는 oasis임. 입문하시길 Blur 곡들도 존나 좋으니까 빨리 들어보세요
제가 이렇게 단언하는 사람이 아닌데 한 명이라도 더 들었으면 해서 말함"
ISTP,"Burn the house down -  AJR 0:00

Loser - JAGWAR TWIN 3:32

These days - ANYA 

Real life - christopher 

Line by line - PREP 

istp자슥들 이것도 귀찮아서 못하는 듯 물론 나도 잇팁"
ISTP,"이 플리 쥰내 많이 들으면 또 갈아탈껄 아니까 아껴듣고 싶음,,,"
ISTP,"istp특 깔끔한 음악 조아함 
노래들이 다 깔끔해서 좋네 ㅎㅎ"
ISTP,나만 댓글보고 내 얘기 같아서 실실 쪼개고 있음??ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ISTP,6:30 오 존나 내 스타일
ISTP,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 근데 제목이 너무 공감간닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 나는 내성격이 과묵한거 같으면서도 뭔가 아닐때도 있어서ㅋㅋㅋ그런 느낌 많이들었는뎈ㅋㅋㅋㅋ
ISTP,애들이 나보고 조용한 또라이라는데 내가 생각해도 맞음
ISTP,와 여기 나같은 사람천지네ㅋㅋㅋㅋㅋ 맨날 친구들이 왜 너는 노래 한곡 반복 해놓으냐고 뭐라함 노이로제 걸린다고ㅋㅋㅋ처음듣는건 바로 1분대로 넘겨서 10초 듣고 결정내고..맞춤법도 학생때부터 항상 맞춰써서 딱딱해보인다는 소리들음 ㅋㅋㅋ카톡 프사나 상메도 거의 안해놓고 페북이나 인스타도 계정 만들어놓고 활동은 거의 안함
ISTP,"이중인격 인정이요 친한친구랑 만났는데 걔가 갑자기 하는 말이
“야 너는 알고보면 참 이상한애야 네 카톡이름도 ‘알고보면 참 이상한 애’로 저장되있음..ㅇㅇ”이거였음
내가 수련회에서 너무 날뛰었었나봐.."
ISTP,이게 진정한 잇팁 노래지 잔잔한 노래들으면 더 우울해져요 신나고 들썩거리는 노래가 좋음
ISTP,"ISTP 특징
1. 살면서 별 생각 안 함
2. 남의 시선 ㅈ도 신경 안 씀
3. 개썅마이웨이
4. 관심 있으면 엄청 파는데 관심없는건 1도 시선 안 줌
5. 첫인상 무섭단 애기 많이 들음
6. 좋아하는 사람 생기면 직진임
7. 별로 자신을 나타내고 싶어하지 않음
(그냥 딱 필요할때만 나타내는 정도)
8. 친해지기 어려움
9. 인간관계 좁음
10. 친하지도 않은데 말 거는거 싫어함
11. 구속하는거 싫어함
12. 나만의 시간이 필요함
13. 친구랑 자주 노는거 싫어함
14. 미룰때까지 최대한 미룬다
15. 최소한의 노력 갖고 최대한의 결과를 한다
16. 거절 잘 한다
17. 뼈 때리는 팩트폭행 겁나 잘함
(그래서 감성적인 사람들은 많이 상처 받음)
18. 변덕스럽다
19. 시작을 못하는데 막상 시작하면 열심히함
20. 후회를 잘 안함
21. 짝사랑 경험 적음
22. 솔직하고 정직하다
23. 뒷끝 없다
24. 화나면 목소리가 높아지지 않고 오이려 표정 싸해지면서 목소리 낮아짐
25. 재수없단말 한 번쯤은 꼭 들어봤음
26. 선 잘 긋는다 
(이걸로 섭섭해 하는 애들 많음)
27. 사랑에 빠지면 세상 다정해짐
28. 공감력 제로
29. 빈말 못함
30. 오글거리는거 진짜 못 봄"
ISTP,"안녕하세요 지나가던 엔프제예요,,, 다들 솔직하고 담백하시네요 :D
완전 반대지만 잇팁 정말 좋아해요 !!
모두 화이팅ㅇ !"
ISTP,istp특 mbti 과몰입충 싫어함
ISTP,와 시발 이거 첫곡 2배속으로 들어보세요 심장이 뛰네;;;;;;;;; 아 심장은 원래 뛰긴하지;;;;;;
ISTP,잇팁들 댓글 제일 웃기네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미쳐ㅋㅋㅋ
ISTP,태연 위캔드 노래가 너무 좋아서 2주 동안 1시간 동안 재생 그거 찾아서 매일 들었음
ISTP,"아 선생님 초면에 진짜 존나 사랑한다고 밖에,,,,,, 진짜 인생 플리 미쳤다 앞으로 멱살잡고 제 플리 인생을 끌어 주십셔,,,,,,,"
ISTP,남이 추천해주는 노래는 어차피 안 듣지만 제법 괜찮네요
ISTP,내가 ISTP인데 사람 감정을 이해를 안하고 분석해버림 ㅋㅋㅋ
ISTP,나만 그런가 노래방에서 딴애들이 잔잔한 노래 예약한거 시작할때 제목 뜰때부터  속으로 저딴거 왜부르지 아 존나 지루하겠다 생각함 듣는중에도 아무생각 안함 노래 끝나면 정신 돌아옴
ISTP,잇팁인데 제목보고 들어옴ㅋㅋㅋ 친해지면 똘끼잇음 ㅋㅋㅋㅋ
ISTP,처음 노래 어디선가 듣고 바로 다운받아서 들었는데 일주일도 안되어 질려버림
ISTP,좋아요 수랑 댓글 수 비례 안하는것만 봐도 잇팁들 조용하다는거 알수있음.. 백날 여기서 노래 듣다가 엔프피 플리 들어가보면 댓글창 진짜 정신없음
ISTP,친구가 남자 잇팁인데 겁나 묵묵한 듯 뭔 일 생겨도 ㅇ?힝냐힝냐~ 하는 타입인데 신입사원 환영 회식자리에서 티얼스 불럿다는 얘기는 떠올릴수록 미칭럼 같아서 웃기고 좋음ㅋㄱㅋㄱㄱㄱ
ISTP,도입부 부분에서 마음에 들어버렸습니다 잇프피지만 잇팁으로 되서 다시오겠습니다♡
ISTP,진짜 좋다 첫 곡부터 내 뇌를 찌른다 ㅅㅂ
ISTP,가사가 자유로운 우리를 봐 자유로워든.. 밥을 먹는 우리를봐 밥을 먹어든.. 비트가 좋으면 하나만 듣는거같다
ISTP,istp는 자석이라고 해야하나 그냥 가만히 있으면 자연스레 가까워지는데 남이 먼저 너무 친한척하거나 다가오면 오히려 부담스러워서 밀게됨
ISTP,자발적 아싸가 행복한 팝송 듣고 갑니다...
ISTP,썸넬 너무 귀엽고 좋음.
ISTP,"여기 무슨 잇팁들 메모장인가,, 아주 빅데이터네,,,여전히 지할말만해;;ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
ISTP,와 이노래는 진짜 계속 들어도 안 질린다 싶은것도 일주일이면 무조건 질리게 돼있음
ISTP,"감성글 보다가 신경쓰여서 화낸다는 글에 박수를 보냄... 
난 그것도 귀찮음... 근데 듣다가 꽂히는 노래 있으면 난 가끔 그것만 1시간 플레이어 돌릴 때 있는데 나만 그럼?"
ISTP,"처음으로 맘에 드는 플레이리스트 발견,, 나만 이런비트 좋아하는거 아니었어 진짜 역시 istp 맞춤법 깔끔하다 댓글 잘 안다는데 노래 너무 좋아요 
3,4번째 노래가 내 취향을 머무 저격해보림"
ISTP,나만 그런진 모르겠는데 축제 엄청 잘 즐기지않음? 예를 들면 래퍼공연이라든지? 좀 ㄹㅇ신나게 뛰면서 소리지르고 노는 공연! 진짜 가끔. 그렇게 놀면 너무 재밌음
ISTP,"인프핀데 잇팁 친구 좀 자세히 알고 싶어서 들어와봤는데 댓글 개웃기다... 
인프피 플리 댓글은 죄다 ㅈㄴ 감성적에 장문인데 여기 잇팁이랑 차이 겁나 나서 개웃김"
ISTP,그 많고 많은 잇팁 플리를 다 들어봤지만 결국 이 플리로 돌아왔다... 이 플리 자랑스럽다
ISTP,와 여기 너무 좋닼ㅋㅋㅋㅋㅋ 노래도 딱 듣자마자 내취향이고 댓글도 내 머릿속에 들어왔다 나온거 마냥 엄청 잘 맞네;;ㅋㅋㅋㅋㅋㅋㅋㅋ
ISTP,"잇팁 특
: 맞춤법 안 지키면 정뚝떨이라 자기가 먼저 지키고, 맞춤법 검사기까지 돌리고 옴ㅋㅋㅋ 심지어 댓글에서조차 그럴걸?
일단 내가 그랬다."
ISTP,와 진짜 곡 개오진다 ㄷㄷ istp인게 자랑스러워짐
ISTP,친구가 잇팁이라 들어와봤는데 여기 왜이리 조용해..? 대댓글도 없어.. 엔프피 충격먹음
ISTP,"ISFP ISTP 성격이 번갈아 나오는데
그냥 좋네요.. 좋다..."
ISTP,썸넬부터 맘에 듦 잇팁잘알이시네
ISTP,"인프피 플리 댓창에 잇팁이랑 분위기 완전 다르단 댓 보고 찾아왔는데 여기 왜 문장이 이렇게 다 간결해요...? 와 인프피들은 다 장문에 자기 감정 세세하게 설명하던데 대박
아 근데 이 글 마저 장문으로 써버렸네"
ISTP,아 근데 잇팁들 멜로디나 비트 찾아서 듣는 편이라 노래 제목이나 가사 모름
ISTP,"와 진짜 소름돋늗다 
내 기준 꽂힌 노래 있으면 진짜 하루종일 무한반복하다가 일주일정도 되면 너무너무 질려서 다신 듣기 싫다고 하니까 ENFJ언니가 왜그렇게 극단적으로 사냐고 하던데 여긴 모두가 그러니까 너무 좋음…"
ISTP,지나가던 ISTJ입니다. 확실히 트렌디하고 둠칫둠칫 감성을 좋아하시는군요. 잘 들었습니다
ISTP,이거 플리 누르기 귀찮다가 오늘 첨 들어와봤는데 첫곡 특유의 삥봉방봉 비트 지렸다 개좋네
ISTP,"잇팁특: 잔잔한 노래보다 웅장한거 좋아함.













그게바로 나"
ISTP,그래 이거지.. 맞춤법 겁나 편하네.. 다른 곳 가면 맞춤법 틀려서 넘 불편했었음
ISTP,잇팁이 똑같은 노래 오조오억번 듣는이유는 새로운 노래를 찾는게 귀찮거든..
ISTP,지금 istp 영상만 검색하면서 한시간 넘게 댓글 보고 있는데 너어어무 재밌어 재밌는걸 찾았다 너어어무 좋다 노래도 끝내주네 기분 째진다아아
ISTP,역시 이거야 이거라고 그래 바로 이거야 내가 원한게 이거야!!!!
ISTP,와 첫 노래부터 맘에 든다 똥또또동똥도 빰삐ㅏ빠ㅁ팜빰 거리는게 완전 내 취저자너
ISTP,조회수 26만인데 댓글 2000개 가량인 것까지 완벽하게 잇팁들이야 미친
ISTP,거의다 들어본적은 없는 노랜데 다 너무 좋음ㅋㅋㅋㅋㅋㅋㅋ 막 잔잔한 갬성노래 같은 거 진짜 싫어하고 지루해서 아예 안 듣는데 시작부터 뚱뚱뚱뚱 거리는 노래만 찾아다니다가 내 엠비티아이로 취향ㅇ맞는 노래를 찾을줄은 몰랐네 ㅎ굿ㅋㅋ
ISTP,잇팁들은 백과사전형이라 앨범 단위로 듣는거 ㅈㄴ 좋아한다
ISTP,첫번째 노래 진짜 뻥 1도 안하고 300번은 들었었는데ㅋㅋㅋㅋㅋ
ISTP,"개웃긴 점 찾음
다른 플리들은 다 한 시간 정도 되는데 잇팁 플리는 십육 분임 역시..."
ISTP,잇팁 플리답게 댓글들이 담백~.. 해서 좋다 
ISTP,"빨리 내 플레이리스트에 넣고 싶은데 귀찮네...약간 기분이 불편하지만 뭐 나중에 이거 찾아봐야지...귀찮아아아아아아아아악

아그리고 AJR노래는 잇팁이 싫어하기 어려운 뚱땅이들이라...지나칠 수가 없었음. 너무 귀찮지만 한번더 달아야지. 나는 조커 느낌이 나는 노래들을 개인적으로 선호함."
ISTP,와 진짜 첫곡부터 너무 맘에 들어요
ISTP,"플레이리스트 짧은거 봐ㅋㅋ
역시 잇팁 귀차니즘.."
ISTP,첫 곡부터 진짜 내 최애곡 ;;;;;;;;;;;;;;; 아니 진짜 유튜브 istp를 위한 노래 플리 미침... 나 진짜 찐 istp맞나봐.....
ISTP,"인엔프피도 이 플리를 조아합니다,,,, ଘ(੭*ˊᵕˋ)੭* ੈ✩‧₊˚ ✩‧₊˚"
ISTP,istj 인 줄 알고 istj 플리만 들었는데 어쩌다 이거 누르고 너무 좋아서 mbti 검사 다시 해봤더니 istp 나왔어요
ISTP,"하아 이걸 또 다 언제 듣고있노.. 바쁘다 바빠
첫곡만 무한재생하게 생겼음"
ISTP,첫번째 곡부터 페이보릿이라서 소름 쫙 돋음;;; 바로 플리행
ISTP,개인적으로 엔시티의 네오한 노래ㅜㅜ 좋음 발라드보다 ㄹㅇ 훨씬 중독성 강하고 톡톡튀는 비트? 개좋음 ㅠㅠ
ISTP,"진심 노래들을 수 있는 나이일 때부터 팝송만 들음ㅋㅋㅋㅋ앨범도 맨날 팝송 앨범 에이브릴 라빈, 머라이어 캐리 이런거 사달라고함.. 교회오빠들이랑 노래방 갔을 때 한국 발라드 부르면서 그 감성에 젖는 모습이 너무 꼴봬기 싫어서 귀막고 있었음ㅋㅋㅋㅋㅋㅋㅋㅋ(초등학생이었으니 이해부탁)ㅋㅋㅋㅋㅋㅋㅋ그리고 썸남이나 남친이 한국 발라드 좋아하면 뭔가 정떨어짐 ㅠㅠㅠ이게 잇팁 특징이라니 너무 신기해욬ㅋㅋㅋ"
ISTP,와…다들 맞춤법 편안하고 장문 글 1도 없는거봐.. 진짜 여러 mbti 보러 다니는 맛이 있네..
ISTP,와ㅋㅋ 원래 유튜브에서 좋아요 별로 안누르는데 여기 댓글 공감 존나 많이 누름 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 어떻게 나랑 다 똑같냐
ISTP,가사 안보고 노래가 귀에 꽂히면 듣는건 ㄹㅇ입니다… 저는 그래도 발라드도 많이 들어요!! 노래 장르를 안가리고 제가 좋아하는 노래를 자주 많이 들어요 그만큼 빠르게 질려서 다른 노래로 갈아탑니다ㅋㅋ
ISTP,아니 ㅋㅋㅋㅋㅋ 여기 댓글 다 짧고 굵고 자기 할말만 하고 가는게 istp 스러워서 너무 웃김ㅋㅋㅋㅋㅋㅋ ENFP이지만 잘보고 가요!! (잇팁들이 맞춤법 지키는거 좋아하는 것 같길래 간만에 지켜봄 ㅎ) 잇팁친구한테 추천해주고 와야징
ISTP,항상 노동요 들으면 뭔가 찜찜하면서 별로였는데 이걸 들으니 흥이 나는 ISTP
ISTP,와 플리도 존나 마음에 들고 댓글도 다 쌉공감.. 그냥 나는 뼛속까지 잇팁인가봄...
ISTP,ㅋㄱㅋㄱㅋㄱㅋㅋㅋ 와 잇팁만을 위한 플리라니 대박....
ISTP,나만 그런진 모르겠는데 트럼펫이나 색소폰으로 멜로디 잡고 개쩌는 비트 얹어진 도입부에 환장함
ISTP,극강의 효율 좋아해서 PPT 글씨 꽉꽉 채우는 애들 개싫어함 특히 같은 조 되었을때 차라리 내가 만듬. 그래서 극강의 미니멀리즘으로 선생님이 좋아해주심
ISTP,10 초 듣고 꺼버리는 경우가 많은데 여기 노래는 되게 좋네 내 머릿속에서는 이미 클럽 미러볼 달았다 지금
ISTP,"여기 댓글 다 짧아 




+ 썸네일은 집에서의 제 모습이군요

++ 그리고 맞춤법 개 편하네"
ISTP,아닠ㅋㅋㅋㅋㅋㅋㅋ 진짜 다 말투 개똑같고 맞춤법 틀리는 사람이 거의 없어ㅋㅋㅋㅋㅋ 너무 편안하다 내 친구 만난 느낌
ISTP,"솔직히 에너지넘치는 애들보면 신기함 '안힘드나...'
진짜 말하는것도 귀찮아서 대답도 작게 ""응..."" 하다 못들어서 뭐라고?라고 하면 짜증나서 다시크게 ""응!!..."" 한다고,."
ISTP,ㅋㅋㅋㅋㅋ댓글 좋아요 천 개 넘어가는 베댓이 얼마 없는 것도 잇팁 특인가ㅋㅋㅋ 개웃기다 딱 요정도 신나는 노래 좋아하는데 이것도 잇팁이라 그런 거엿단 말임.??
ISTP,"잘듣고 갑니다
-인팁"
ISTP,istp플레이리스트 별로 없어서 슬펐는데 이렇게 제 취향인 플레이리스트라니 너무좋아요ㅠㅠㅠ♡♡♡
ISTP,와 딱 잇팁이 좋아하는거 모음 사랑해
ISTP,팝송 좋긴 한데 사실 띵곡 찾기 귀찮아서...그냥 무조건 귀에 때려박는 케이팝 노래만 듣게 됨 개인적으로 엔시티나 몬엑이나 스키즈 노래들이 ㄹㅇ 취향 진짜 막 우광쾅쾅 귀 아플정도로 시끄러운게 좋음 특히 스트레스 받거나 출근할 때ㅋㅋ
ISTP,사실 이런거 필요 없이 꽂히는 노래 1시간 재생이 최고임 ㅋㅋ
ISTP,istp로써 맞춤법 너무 편안해..
ISTP,원래 istp는 프레이리스트 안만들고 그전에 자기가 관심있는 아티스트 노래만 계속듣니까 다른노래 뭐가있을지 하나도 안궁금해함.istp로 검색하다가 나와서 보는데 딱 3초만듣고 내 취향아니네라구 지나가고있었는데 이분뭐지........딱내스타일..
ISTP,"와이씨 istp 플리가 좋네
 istp은 아닌데 좋아하는 노래가 다 여깄어"
ISTP,김혜수: 좋다...
ISTP,ISTP들 사이에 슬금슬금 끼는 ENFJ...
ISTP,노래도 잇팁 취향 저격일뿐더러 잇팁의 내적정신세계를 반영한듯한 영상 사진도 매우 만족합니다
ISTP,인팁은 잇팁 플리가 너무 편안해요 적당한 느낌
ISTP,istp특 sm노래 좋아함... nct처럼 네오한...
ISTP,노래방 같은 곳 가면 몇곡 개신나게 흔들어재끼다가 어느순간에 기운 확 빠져서 아무것도 안 하고 싶어
ISTP,"엔프피 플리듣다가 왔습니다
첫곡부터 내 심장을 파고드는구만... 심장떨려"
ISTP,뮤비나 그런영상에 댓글개많은거 너무신기함 난그냥 좋아요만 누르고 튀는디
ISTP,무표정이나 조금 졸릴 때 마다 애들이 나 화났냐고 물어보는거 나만 그러나 ㅋㅋ
ISTP,나되게 과묵한줄 알앗는데 걍 귀찮은거엿움 .. ㅎ  댓보고 알앗노
ISTP,내가 잇팁인걸 가끔 의심했는데 댓글보니까 의심은 무슨 아주 확신이 선다. 난 아주 완벽한 잇팁이다.
ISTP,잇팁인데 처음부터 Burn the house down 나와서 행복하다.. 한때 계속 듣던 노래..
ISTP,지나가던 isfp입니다.... 뚱땅뚱땅 신나면서+귀에 딱 꽃히는 도입부= 한 곡 반복재생. 우리... 꽤 비슷할지도
ISTP,와 마지막 곡 개많이 듣다가 끊었는데 여기서 다시 듣네;; 도입부 듣자마자 심장이 벌렁벌렁
ISTP,"잇팁인데 개인적으로 지하철에서 헤드셋끼고 노래부르신분, 제 롤모델이에요"
ISTP,"엄몸모... ESTP 엣팁입니다..
E와 I의 차이일 뿐인데 분위기가 굉장히 다르군요,,,
전 어색해서 이만 가보겠습니다..."
